scene_id,scene_code,scene_order,label_ja,label_ja_sort,label_eng,label_ka,play_id,authority_control
681,KotobukiH-02,309,Kotobuki hashiradate manzai,Kotobuki hashiradate manzai [KotobukiH],The Street Entertainers,寿柱立万歳,42,April 1985 Program
682,Ohan-03,395,Yautsuri,Yautsuri [Ohan],The New Residence,家うつり,159,August 1988 Program
683,Ohan-04,396,Teppo koji,Teppo koji [Ohan],Teppo Alley [after the New Residence scene],鉄砲小路 [家うつりの段より],159,August 1988 Program
684,Asama-04,008,(4),[4] [Asama],Scene Four,（四） ,160,January 1989 Program
685,Kiichi-01,277,Kuramayama,Kuramayama [Kiichi],Mt. Kurama,鞍馬山,36,November 1991 Program
686,Kiichi-02,278,Banshū shoshazan,Banshu shoshazan [Kiichi],Mt. Shosha in Banshu Province,播州書写山,36,November 1991 Program
687,Ehon-03,041,Senbondori Mitsuhide yakaya,Sembondori Mitsuhide yakaya [Ehon],Mitsuhide's Residence at Sembondori,千本通光秀館,16,April 1993 Program
688,Ehon-12,050,Daitokuji shōkō,Daitokuji shoko [Ehon],The Funeral at the Daitokuji Temple,大徳寺焼香,16,April 1993 Program
689,Mandaga-04,324,Koromonogo yakata kuriyaguchi,Koromonogo yakata kuriyaguchi [Mandaga],In Front of the Kitchen of Koromonogo's House,衫子館厨口,44,August 1995 Program
690,Mandaga-07,327,Koromonogo tsutsumi,Koromonogo tsutsumi [Mandaga],The Koromonogo Riverbank,衫子堤,44,August 1995 Program
691,Utsubo-01,570,Utsubozaru,Utsubozaru [Utsubo],The Monkey Dance,うつぼ猿,176,
692,Nichi-01,378,Ukai Kansaku sumika,Ukai Kansaku sumika [Nichi],Kansaku's House,鵜飼い勘作住家,177,July 2001 Program
693,Bunra-01,018b,Bunraku no ohanashi,Bunraku no ohanashi [Bunra],Introduction to Bunraku,文楽のおはなし,185,July 2002 Japanese Program; Not included in the English Program; no English translation available
694,Shita-01,484a,Shitakiri suzume,Shitakiri suzume [Shita],The Tongue-Cut Sparrpw,舌切雀,184,July/August 2002 Program
695,OnnaH-01,407a,Dai ikkei,Dai ikkei [OnnaH],Act 1,第一景,186,February 1973 Bunkyō Public Hall program; no English translation available
696,OnnaH-02,407b,Dai nikei,Dai nikei [OnnaH],Act 2,第二景,186,February 1973 Bunkyō Public Hall program; no English translation available
697,OnnaH-03,407c,Dai sankei,Dai sankei [OnnaH],Act 3,第三景,186,February 1973 Bunkyō Public Hall program; no English translation available
699,Omi-05,401a,Moritsuna kubi jikken (See also Moritsuna Jinya),Moritsuna kubi jikken [Omi],Moritsuna Identifies a Head (See also Moritsuna's War Camp),盛綱首実検 (See also 盛綱陣屋),90,May 1983 Program
